"hourstamp","week","day_of_week","metric","value"
"2017-02-09 01:00:00.000","6","4","countUGL","3582"
"2017-02-09 01:00:00.000","6","4","countUL","6086"
"2017-02-09 01:00:00.000","6","4","gtpv1sum","66231"
"2017-02-09 01:00:00.000","6","4","gtpv2sum","2"
"2017-02-09 01:00:00.000","6","4","imsisum","15497"
"2017-02-09 01:00:00.000","6","4","mapsum","60963"
"2017-02-09 01:00:00.000","6","4","usagesum","423345854"
"2017-02-09 02:00:00.000","6","4","countCL","5462"
"2017-02-09 02:00:00.000","6","4","countSAI","38162"
"2017-02-09 02:00:00.000","6","4","countUGL","2913"
"2017-02-09 02:00:00.000","6","4","countUL","5872"
"2017-02-09 02:00:00.000","6","4","gtpv1sum","59448"
"2017-02-09 02:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 02:00:00.000","6","4","imsisum","14414"
"2017-02-09 02:00:00.000","6","4","mapsum","56874"
"2017-02-09 02:00:00.000","6","4","usagesum","423540496"
"2017-02-09 03:00:00.000","6","4","countCL","5585"
"2017-02-09 03:00:00.000","6","4","countSAI","38924"
"2017-02-09 03:00:00.000","6","4","countUGL","2946"
"2017-02-09 03:00:00.000","6","4","countUL","5941"
"2017-02-09 03:00:00.000","6","4","gtpv1sum","60698"
"2017-02-09 03:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 03:00:00.000","6","4","imsisum","15355"
"2017-02-09 03:00:00.000","6","4","mapsum","57929"
"2017-02-09 03:00:00.000","6","4","usagesum","373840912"
"2017-02-09 04:00:00.000","6","4","countCL","6624"
"2017-02-09 04:00:00.000","6","4","countSAI","41991"
"2017-02-09 04:00:00.000","6","4","countUGL","3228"
"2017-02-09 04:00:00.000","6","4","countUL","6957"
"2017-02-09 04:00:00.000","6","4","gtpv1sum","60891"
"2017-02-09 04:00:00.000","6","4","gtpv2sum","39"
"2017-02-09 04:00:00.000","6","4","imsisum","14506"
"2017-02-09 04:00:00.000","6","4","mapsum","63159"
"2017-02-09 04:00:00.000","6","4","usagesum","493741978"
"2017-02-09 05:00:00.000","6","4","countCL","10417"
"2017-02-09 05:00:00.000","6","4","countSAI","50618"
"2017-02-09 05:00:00.000","6","4","countUGL","5451"
"2017-02-09 05:00:00.000","6","4","countUL","9284"
"2017-02-09 05:00:00.000","6","4","gtpv1sum","70960"
"2017-02-09 05:00:00.000","6","4","gtpv2sum","196"
"2017-02-09 05:00:00.000","6","4","imsisum","18678"
"2017-02-09 05:00:00.000","6","4","mapsum","80219"
"2017-02-09 05:00:00.000","6","4","usagesum","691405791"
"2017-02-09 06:00:00.000","6","4","countCL","12456"
"2017-02-09 06:00:00.000","6","4","countSAI","54594"
"2017-02-09 06:00:00.000","6","4","countUGL","5990"
"2017-02-09 06:00:00.000","6","4","countUL","10501"
"2017-02-09 06:00:00.000","6","4","gtpv1sum","74587"
"2017-02-09 06:00:00.000","6","4","gtpv2sum","294"
"2017-02-09 06:00:00.000","6","4","imsisum","18906"
"2017-02-09 06:00:00.000","6","4","mapsum","87904"
"2017-02-09 06:00:00.000","6","4","usagesum","718796742"
"2017-02-09 07:00:00.000","6","4","countCL","13677"
"2017-02-09 07:00:00.000","6","4","countSAI","56734"
"2017-02-09 07:00:00.000","6","4","countUGL","6220"
"2017-02-09 07:00:00.000","6","4","countUL","11577"
"2017-02-09 07:00:00.000","6","4","gtpv1sum","78652"
"2017-02-09 07:00:00.000","6","4","gtpv2sum","235"
"2017-02-09 07:00:00.000","6","4","imsisum","19178"
"2017-02-09 07:00:00.000","6","4","mapsum","92242"
"2017-02-09 07:00:00.000","6","4","usagesum","786903379"
"2017-02-09 08:00:00.000","6","4","countCL","14965"
"2017-02-09 08:00:00.000","6","4","countSAI","59274"
"2017-02-09 08:00:00.000","6","4","countUGL","7032"
"2017-02-09 08:00:00.000","6","4","countUL","12438"
"2017-02-09 08:00:00.000","6","4","gtpv1sum","87725"
"2017-02-09 08:00:00.000","6","4","gtpv2sum","130"
"2017-02-09 08:00:00.000","6","4","imsisum","20187"
"2017-02-09 08:00:00.000","6","4","mapsum","98095"
"2017-02-09 08:00:00.000","6","4","usagesum","776381419"
"2017-02-09 09:00:00.000","6","4","countCL","13645"
"2017-02-09 09:00:00.000","6","4","countSAI","56172"
"2017-02-09 09:00:00.000","6","4","countUGL","6496"
"2017-02-09 09:00:00.000","6","4","countUL","11363"
"2017-02-09 09:00:00.000","6","4","gtpv1sum","76171"
"2017-02-09 09:00:00.000","6","4","gtpv2sum","133"
"2017-02-09 09:00:00.000","6","4","imsisum","19253"
"2017-02-09 09:00:00.000","6","4","mapsum","91476"
"2017-02-09 09:00:00.000","6","4","usagesum","1131454911"
"2017-02-09 10:00:00.000","6","4","countCL","13716"
"2017-02-09 10:00:00.000","6","4","countSAI","57651"
"2017-02-09 10:00:00.000","6","4","countUGL","7439"
"2017-02-09 10:00:00.000","6","4","countUL","11385"
"2017-02-09 10:00:00.000","6","4","gtpv1sum","78698"
"2017-02-09 10:00:00.000","6","4","gtpv2sum","152"
"2017-02-09 10:00:00.000","6","4","imsisum","20775"
"2017-02-09 10:00:00.000","6","4","mapsum","93530"
"2017-02-09 10:00:00.000","6","4","usagesum","741910740"
"2017-02-09 11:00:00.000","6","4","countCL","13275"
"2017-02-09 11:00:00.000","6","4","countSAI","56617"
"2017-02-09 11:00:00.000","6","4","countUGL","6045"
"2017-02-09 11:00:00.000","6","4","countUL","11096"
"2017-02-09 11:00:00.000","6","4","gtpv1sum","76465"
"2017-02-09 11:00:00.000","6","4","gtpv2sum","237"
"2017-02-09 11:00:00.000","6","4","imsisum","20017"
"2017-02-09 11:00:00.000","6","4","mapsum","90503"
"2017-02-09 11:00:00.000","6","4","usagesum","699751883"
"2017-02-09 12:00:00.000","6","4","countCL","13854"
"2017-02-09 12:00:00.000","6","4","countSAI","59912"
"2017-02-09 12:00:00.000","6","4","countUGL","7655"
"2017-02-09 12:00:00.000","6","4","countUL","11333"
"2017-02-09 12:00:00.000","6","4","gtpv1sum","80474"
"2017-02-09 12:00:00.000","6","4","gtpv2sum","295"
"2017-02-09 12:00:00.000","6","4","imsisum","22042"
"2017-02-09 12:00:00.000","6","4","mapsum","96083"
"2017-02-09 12:00:00.000","6","4","usagesum","880719548"
"2017-02-09 13:00:00.000","6","4","countCL","14293"
"2017-02-09 13:00:00.000","6","4","countSAI","57101"
"2017-02-09 13:00:00.000","6","4","countUGL","7312"
"2017-02-09 13:00:00.000","6","4","countUL","10927"
"2017-02-09 13:00:00.000","6","4","gtpv1sum","81001"
"2017-02-09 13:00:00.000","6","4","gtpv2sum","201"
"2017-02-09 13:00:00.000","6","4","imsisum","20303"
"2017-02-09 13:00:00.000","6","4","mapsum","92823"
"2017-02-09 13:00:00.000","6","4","usagesum","800397575"
"2017-02-09 14:00:00.000","6","4","countCL","11183"
"2017-02-09 14:00:00.000","6","4","countSAI","45287"
"2017-02-09 14:00:00.000","6","4","countUGL","5258"
"2017-02-09 14:00:00.000","6","4","countUL","8736"
"2017-02-09 14:00:00.000","6","4","gtpv1sum","63079"
"2017-02-09 14:00:00.000","6","4","gtpv2sum","211"
"2017-02-09 14:00:00.000","6","4","imsisum","17119"
"2017-02-09 14:00:00.000","6","4","mapsum","72884"
"2017-02-09 14:00:00.000","6","4","usagesum","800042647"
"2017-02-09 15:00:00.000","6","4","countCL","12199"
"2017-02-09 15:00:00.000","6","4","countSAI","50309"
"2017-02-09 15:00:00.000","6","4","countUGL","5427"
"2017-02-09 15:00:00.000","6","4","countUL","9766"
"2017-02-09 15:00:00.000","6","4","gtpv1sum","26918"
"2017-02-09 15:00:00.000","6","4","gtpv2sum","123"
"2017-02-09 15:00:00.000","6","4","imsisum","18569"
"2017-02-09 15:00:00.000","6","4","mapsum","80410"
"2017-02-09 15:00:00.000","6","4","usagesum","752888942"
"2017-02-09 16:00:00.000","6","4","countCL","13079"
"2017-02-09 16:00:00.000","6","4","countSAI","55343"
"2017-02-09 16:00:00.000","6","4","countUGL","5516"
"2017-02-09 16:00:00.000","6","4","countUL","11062"
"2017-02-09 16:00:00.000","6","4","gtpv1sum","66052"
"2017-02-09 16:00:00.000","6","4","gtpv2sum","167"
"2017-02-09 16:00:00.000","6","4","imsisum","19728"
"2017-02-09 16:00:00.000","6","4","mapsum","88757"
"2017-02-09 16:00:00.000","6","4","usagesum","715241353"
"2017-02-09 17:00:00.000","6","4","countCL","11290"
"2017-02-09 17:00:00.000","6","4","countSAI","52961"
"2017-02-09 17:00:00.000","6","4","countUGL","5211"
"2017-02-09 17:00:00.000","6","4","countUL","9865"
"2017-02-09 17:00:00.000","6","4","gtpv1sum","67427"
"2017-02-09 17:00:00.000","6","4","gtpv2sum","100"
"2017-02-09 17:00:00.000","6","4","imsisum","19223"
"2017-02-09 17:00:00.000","6","4","mapsum","82370"
"2017-02-09 17:00:00.000","6","4","usagesum","686259041"
"2017-02-09 18:00:00.000","6","4","countCL","9353"
"2017-02-09 18:00:00.000","6","4","countSAI","46419"
"2017-02-09 18:00:00.000","6","4","countUGL","4390"
"2017-02-09 18:00:00.000","6","4","countUL","8265"
"2017-02-09 18:00:00.000","6","4","gtpv1sum","69001"
"2017-02-09 18:00:00.000","6","4","gtpv2sum","27"
"2017-02-09 18:00:00.000","6","4","imsisum","16368"
"2017-02-09 18:00:00.000","6","4","mapsum","71134"
"2017-02-09 18:00:00.000","6","4","usagesum","470482886"
"2017-02-09 19:00:00.000","6","4","countCL","7826"
"2017-02-09 19:00:00.000","6","4","countSAI","44707"
"2017-02-09 19:00:00.000","6","4","countUGL","3535"
"2017-02-09 19:00:00.000","6","4","countUL","7481"
"2017-02-09 19:00:00.000","6","4","gtpv1sum","69632"
"2017-02-09 19:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 19:00:00.000","6","4","imsisum","16340"
"2017-02-09 19:00:00.000","6","4","mapsum","66298"
"2017-02-09 19:00:00.000","6","4","usagesum","388647536"
"2017-02-09 20:00:00.000","6","4","countCL","7327"
"2017-02-09 20:00:00.000","6","4","countSAI","42611"
"2017-02-09 20:00:00.000","6","4","countUGL","3563"
"2017-02-09 20:00:00.000","6","4","countUL","7020"
"2017-02-09 20:00:00.000","6","4","gtpv1sum","65581"
"2017-02-09 20:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 20:00:00.000","6","4","imsisum","15403"
"2017-02-09 20:00:00.000","6","4","mapsum","63297"
"2017-02-09 20:00:00.000","6","4","usagesum","464601512"
"2017-02-09 21:00:00.000","6","4","countCL","6445"
"2017-02-09 21:00:00.000","6","4","countSAI","39307"
"2017-02-09 21:00:00.000","6","4","countUGL","3182"
"2017-02-09 21:00:00.000","6","4","countUL","6474"
"2017-02-09 21:00:00.000","6","4","gtpv1sum","65333"
"2017-02-09 21:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 21:00:00.000","6","4","imsisum","14456"
"2017-02-09 21:00:00.000","6","4","mapsum","58223"
"2017-02-09 21:00:00.000","6","4","usagesum","464672991"
"2017-02-09 22:00:00.000","6","4","countCL","6186"
"2017-02-09 22:00:00.000","6","4","countSAI","39163"
"2017-02-09 22:00:00.000","6","4","countUGL","2657"
"2017-02-09 22:00:00.000","6","4","countUL","6301"
"2017-02-09 22:00:00.000","6","4","gtpv1sum","64853"
"2017-02-09 22:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 22:00:00.000","6","4","imsisum","14869"
"2017-02-09 22:00:00.000","6","4","mapsum","57898"
"2017-02-09 22:00:00.000","6","4","usagesum","286317962"
"2017-02-09 23:00:00.000","6","4","countCL","6446"
"2017-02-09 23:00:00.000","6","4","countSAI","50030"
"2017-02-09 23:00:00.000","6","4","countUGL","3951"
"2017-02-09 23:00:00.000","6","4","countUL","6782"
"2017-02-09 23:00:00.000","6","4","gtpv1sum","71884"
"2017-02-09 23:00:00.000","6","4","gtpv2sum","0"
"2017-02-09 23:00:00.000","6","4","imsisum","16778"
"2017-02-09 23:00:00.000","6","4","mapsum","71033"
"2017-02-09 23:00:00.000","6","4","usagesum","335638602"
"2017-02-10 00:00:00.000","6","5","countCL","5918"
"2017-02-10 00:00:00.000","6","5","countSAI","43058"
"2017-02-10 00:00:00.000","6","5","countUGL","2787"
"2017-02-10 00:00:00.000","6","5","countUL","6116"
"2017-02-10 00:00:00.000","6","5","gtpv1sum","70847"
"2017-02-10 00:00:00.000","6","5","gtpv2sum","0"
"2017-02-10 00:00:00.000","6","5","imsisum","15458"
"2017-02-10 00:00:00.000","6","5","mapsum","61564"
"2017-02-10 00:00:00.000","6","5","usagesum","413555164"
"2017-02-10 01:00:00.000","6","5","countCL","5864"
"2017-02-10 01:00:00.000","6","5","countSAI","38851"
"2017-02-10 01:00:00.000","6","5","countUGL","2608"
"2017-02-10 01:00:00.000","6","5","countUL","6316"
"2017-02-10 01:00:00.000","6","5","gtpv1sum","61740"
"2017-02-10 01:00:00.000","6","5","gtpv2sum","0"
"2017-02-10 01:00:00.000","6","5","imsisum","15021"
"2017-02-10 01:00:00.000","6","5","mapsum","58036"
"2017-02-10 01:00:00.000","6","5","usagesum","427162891"
"2017-02-10 02:00:00.000","6","5","countCL","5938"
"2017-02-10 02:00:00.000","6","5","countSAI","38402"
"2017-02-10 02:00:00.000","6","5","countUGL","2623"
"2017-02-10 02:00:00.000","6","5","countUL","6095"
"2017-02-10 02:00:00.000","6","5","gtpv1sum","61648"
"2017-02-10 02:00:00.000","6","5","gtpv2sum","0"
"2017-02-10 02:00:00.000","6","5","imsisum","14192"
"2017-02-10 02:00:00.000","6","5","mapsum","57291"
"2017-02-10 02:00:00.000","6","5","usagesum","343869142"
"2017-02-10 03:00:00.000","6","5","countCL","5678"
"2017-02-10 03:00:00.000","6","5","countSAI","37106"
"2017-02-10 03:00:00.000","6","5","countUGL","2709"
"2017-02-10 03:00:00.000","6","5","countUL","6056"
"2017-02-10 03:00:00.000","6","5","gtpv1sum","59603"
"2017-02-10 03:00:00.000","6","5","gtpv2sum","0"
"2017-02-10 03:00:00.000","6","5","imsisum","14515"
"2017-02-10 03:00:00.000","6","5","mapsum","56133"
"2017-02-10 03:00:00.000","6","5","usagesum","378511723"
"2017-02-10 04:00:00.000","6","5","countCL","6822"
"2017-02-10 04:00:00.000","6","5","countSAI","40554"
"2017-02-10 04:00:00.000","6","5","countUGL","3263"
"2017-02-10 04:00:00.000","6","5","countUL","7015"
"2017-02-10 04:00:00.000","6","5","gtpv1sum","59034"
"2017-02-10 04:00:00.000","6","5","gtpv2sum","0"
"2017-02-10 04:00:00.000","6","5","imsisum","14245"
"2017-02-10 04:00:00.000","6","5","mapsum","61970"
"2017-02-10 04:00:00.000","6","5","usagesum","467681993"
"2017-02-10 05:00:00.000","6","5","countCL","10422"
"2017-02-10 05:00:00.000","6","5","countSAI","49564"
"2017-02-10 05:00:00.000","6","5","countUGL","5397"
"2017-02-10 05:00:00.000","6","5","countUL","9248"
"2017-02-10 05:00:00.000","6","5","gtpv1sum","69108"
"2017-02-10 05:00:00.000","6","5","gtpv2sum","1"
"2017-02-10 05:00:00.000","6","5","imsisum","18406"
"2017-02-10 05:00:00.000","6","5","mapsum","78777"
"2017-02-10 05:00:00.000","6","5","usagesum","638198246"
"2017-02-10 06:00:00.000","6","5","countCL","11753"
"2017-02-10 06:00:00.000","6","5","countSAI","52198"
"2017-02-10 06:00:00.000","6","5","countUGL","5593"
"2017-02-10 06:00:00.000","6","5","countUL","9889"
"2017-02-10 06:00:00.000","6","5","gtpv1sum","72503"
"2017-02-10 06:00:00.000","6","5","gtpv2sum","17"
"2017-02-10 06:00:00.000","6","5","imsisum","18226"
"2017-02-10 06:00:00.000","6","5","mapsum","83416"
"2017-02-10 06:00:00.000","6","5","usagesum","678436621"
"2017-02-10 07:00:00.000","6","5","countCL","12507"
"2017-02-10 07:00:00.000","6","5","countSAI","53778"
"2017-02-10 07:00:00.000","6","5","countUGL","5792"
"2017-02-10 07:00:00.000","6","5","countUL","10563"
"2017-02-10 07:00:00.000","6","5","gtpv1sum","74308"
"2017-02-10 07:00:00.000","6","5","gtpv2sum","160"
"2017-02-10 07:00:00.000","6","5","imsisum","18826"
"2017-02-10 07:00:00.000","6","5","mapsum","86706"
"2017-02-10 07:00:00.000","6","5","usagesum","706278634"
"2017-02-10 08:00:00.000","6","5","countCL","13765"
"2017-02-10 08:00:00.000","6","5","countSAI","55720"
"2017-02-10 08:00:00.000","6","5","countUGL","6372"
"2017-02-10 08:00:00.000","6","5","countUL","11464"
"2017-02-10 08:00:00.000","6","5","gtpv1sum","83032"
"2017-02-10 08:00:00.000","6","5","gtpv2sum","225"
"2017-02-10 08:00:00.000","6","5","imsisum","20013"
"2017-02-10 08:00:00.000","6","5","mapsum","91857"
"2017-02-10 08:00:00.000","6","5","usagesum","755956049"
"2017-02-10 09:00:00.000","6","5","countCL","13617"
"2017-02-10 09:00:00.000","6","5","countSAI","55480"
"2017-02-10 09:00:00.000","6","5","countUGL","6302"
"2017-02-10 09:00:00.000","6","5","countUL","11396"
"2017-02-10 09:00:00.000","6","5","gtpv1sum","74282"
"2017-02-10 09:00:00.000","6","5","gtpv2sum","271"
"2017-02-10 09:00:00.000","6","5","imsisum","19217"
"2017-02-10 09:00:00.000","6","5","mapsum","90731"
"2017-02-10 09:00:00.000","6","5","usagesum","754879920"
"2017-02-10 10:00:00.000","6","5","countCL","13319"
"2017-02-10 10:00:00.000","6","5","countSAI","58241"
"2017-02-10 10:00:00.000","6","5","countUGL","7019"
"2017-02-10 10:00:00.000","6","5","countUL","11457"
"2017-02-10 10:00:00.000","6","5","gtpv1sum","75331"
"2017-02-10 10:00:00.000","6","5","gtpv2sum","243"
"2017-02-10 10:00:00.000","6","5","imsisum","20785"
"2017-02-10 10:00:00.000","6","5","mapsum","93797"
"2017-02-10 10:00:00.000","6","5","usagesum","693069935"
"2017-02-10 11:00:00.000","6","5","countCL","12134"
"2017-02-10 11:00:00.000","6","5","countSAI","50559"
"2017-02-10 11:00:00.000","6","5","countUGL","5647"
"2017-02-10 11:00:00.000","6","5","countUL","10269"
"2017-02-10 11:00:00.000","6","5","gtpv1sum","66819"
"2017-02-10 11:00:00.000","6","5","gtpv2sum","351"
"2017-02-10 11:00:00.000","6","5","imsisum","18552"
"2017-02-10 11:00:00.000","6","5","mapsum","81689"
"2017-02-10 11:00:00.000","6","5","usagesum","717776378"
"2017-02-10 12:00:00.000","6","5","countCL","14026"
"2017-02-10 12:00:00.000","6","5","countSAI","59695"
"2017-02-10 12:00:00.000","6","5","countUGL","7369"
"2017-02-10 12:00:00.000","6","5","countUL","11795"
"2017-02-10 12:00:00.000","6","5","gtpv1sum","81391"
"2017-02-10 12:00:00.000","6","5","gtpv2sum","463"
"2017-02-10 12:00:00.000","6","5","imsisum","22032"
"2017-02-10 12:00:00.000","6","5","mapsum","96790"
"2017-02-10 12:00:00.000","6","5","usagesum","792141710"
"2017-02-10 13:00:00.000","6","5","countCL","13851"
"2017-02-10 13:00:00.000","6","5","countSAI","56763"
"2017-02-10 13:00:00.000","6","5","countUGL","6149"
"2017-02-10 13:00:00.000","6","5","countUL","11552"
"2017-02-10 13:00:00.000","6","5","gtpv1sum","80128"
"2017-02-10 13:00:00.000","6","5","gtpv2sum","155"
"2017-02-10 13:00:00.000","6","5","imsisum","19669"
"2017-02-10 13:00:00.000","6","5","mapsum","91840"
"2017-02-10 13:00:00.000","6","5","usagesum","753582016"
"2017-02-10 14:00:00.000","6","5","countCL","13984"
"2017-02-10 14:00:00.000","6","5","countSAI","57057"
"2017-02-10 14:00:00.000","6","5","countUGL","6146"
"2017-02-10 14:00:00.000","6","5","countUL","11596"
"2017-02-10 14:00:00.000","6","5","gtpv1sum","79645"
"2017-02-10 14:00:00.000","6","5","gtpv2sum","207"
"2017-02-10 14:00:00.000","6","5","imsisum","19649"
"2017-02-10 14:00:00.000","6","5","mapsum","92274"
"2017-02-10 14:00:00.000","6","5","usagesum","713723353"
"2017-02-10 15:00:00.000","6","5","countCL","13607"
"2017-02-10 15:00:00.000","6","5","countSAI","56042"
"2017-02-10 15:00:00.000","6","5","countUGL","5860"
"2017-02-10 15:00:00.000","6","5","countUL","11206"
"2017-02-10 15:00:00.000","6","5","gtpv1sum","80564"
"2017-02-10 15:00:00.000","6","5","gtpv2sum","337"
"2017-02-10 15:00:00.000","6","5","imsisum","19530"
"2017-02-10 15:00:00.000","6","5","mapsum","89582"
"2017-02-10 15:00:00.000","6","5","usagesum","700206950"
"2017-02-10 16:00:00.000","6","5","countCL","11368"
"2017-02-10 16:00:00.000","6","5","countSAI","48782"
"2017-02-10 16:00:00.000","6","5","countUGL","4858"
"2017-02-10 16:00:00.000","6","5","countUL","9642"
"2017-02-10 16:00:00.000","6","5","gtpv1sum","63994"
"2017-02-10 16:00:00.000","6","5","gtpv2sum","333"
"2017-02-10 16:00:00.000","6","5","imsisum","18860"
"2017-02-10 16:00:00.000","6","5","mapsum","78691"
"2017-02-10 16:00:00.000","6","5","usagesum","648843000"
"2017-02-10 17:00:00.000","6","5","countCL","11061"
"2017-02-10 17:00:00.000","6","5","countSAI","50303"
"2017-02-10 17:00:00.000","6","5","countUGL","4871"
"2017-02-10 17:00:00.000","6","5","countUL","9443"
"2017-02-10 17:00:00.000","6","5","gtpv1sum","75946"
"2017-02-10 17:00:00.000","6","5","gtpv2sum","392"
"2017-02-10 17:00:00.000","6","5","imsisum","18797"
"2017-02-10 17:00:00.000","6","5","mapsum","78852"
"2017-02-10 17:00:00.000","6","5","usagesum","634485401"
"2017-02-10 18:00:00.000","6","5","countCL","9668"
"2017-02-10 18:00:00.000","6","5","countSAI","46520"
"2017-02-10 18:00:00.000","6","5","countUGL","4068"
"2017-02-10 18:00:00.000","6","5","countUL","8651"
"2017-02-10 18:00:00.000","6","5","gtpv1sum","70666"
"2017-02-10 18:00:00.000","6","5","gtpv2sum","219"
"2017-02-10 18:00:00.000","6","5","imsisum","16218"
"2017-02-10 18:00:00.000","6","5","mapsum","71383"
"2017-02-10 18:00:00.000","6","5","usagesum","491633746"
"2017-02-10 19:00:00.000","6","5","countCL","8130"
"2017-02-10 19:00:00.000","6","5","countSAI","45410"
"2017-02-10 19:00:00.000","6","5","countUGL","3523"
"2017-02-10 19:00:00.000","6","5","countUL","7776"
"2017-02-10 19:00:00.000","6","5","gtpv1sum","71139"
"2017-02-10 19:00:00.000","6","5","gtpv2sum","219"
"2017-02-10 19:00:00.000","6","5","imsisum","16381"
"2017-02-10 19:00:00.000","6","5","mapsum","67826"
"2017-02-10 19:00:00.000","6","5","usagesum","489235454"
"2017-02-10 20:00:00.000","6","5","countCL","7449"
"2017-02-10 20:00:00.000","6","5","countSAI","43008"
"2017-02-10 20:00:00.000","6","5","countUGL","3039"
"2017-02-10 20:00:00.000","6","5","countUL","7448"
"2017-02-10 20:00:00.000","6","5","gtpv1sum","66508"
"2017-02-10 20:00:00.000","6","5","gtpv2sum","135"
"2017-02-10 20:00:00.000","6","5","imsisum","15903"
"2017-02-10 20:00:00.000","6","5","mapsum","64089"
"2017-02-10 20:00:00.000","6","5","usagesum","477799970"
"2017-02-10 21:00:00.000","6","5","countCL","7263"
"2017-02-10 21:00:00.000","6","5","countSAI","41691"
"2017-02-10 21:00:00.000","6","5","countUGL","2855"
"2017-02-10 21:00:00.000","6","5","countUL","7216"
"2017-02-10 21:00:00.000","6","5","gtpv1sum","66252"
"2017-02-10 21:00:00.000","6","5","gtpv2sum","73"
"2017-02-10 21:00:00.000","6","5","imsisum","15123"
"2017-02-10 21:00:00.000","6","5","mapsum","62581"
"2017-02-10 21:00:00.000","6","5","usagesum","484722724"
"2017-02-10 22:00:00.000","6","5","countCL","6372"
"2017-02-10 22:00:00.000","6","5","countSAI","40704"
"2017-02-10 22:00:00.000","6","5","countUGL","2527"
"2017-02-10 22:00:00.000","6","5","countUL","6388"
"2017-02-10 22:00:00.000","6","5","gtpv1sum","69293"
"2017-02-10 22:00:00.000","6","5","gtpv2sum","118"
"2017-02-10 22:00:00.000","6","5","imsisum","15935"
"2017-02-10 22:00:00.000","6","5","mapsum","60312"
"2017-02-10 22:00:00.000","6","5","usagesum","382948909"
"2017-02-10 23:00:00.000","6","5","countCL","7167"
"2017-02-10 23:00:00.000","6","5","countSAI","58838"
"2017-02-10 23:00:00.000","6","5","countUGL","4270"
"2017-02-10 23:00:00.000","6","5","countUL","7094"
"2017-02-10 23:00:00.000","6","5","gtpv1sum","91499"
"2017-02-10 23:00:00.000","6","5","gtpv2sum","14"
"2017-02-10 23:00:00.000","6","5","imsisum","17849"
"2017-02-10 23:00:00.000","6","5","mapsum","81564"
"2017-02-10 23:00:00.000","6","5","usagesum","503468967"
"2017-02-11 00:00:00.000","6","6","countCL","6048"
"2017-02-11 00:00:00.000","6","6","countSAI","52960"
"2017-02-11 00:00:00.000","6","6","countUGL","2792"
"2017-02-11 00:00:00.000","6","6","countUL","6100"
"2017-02-11 00:00:00.000","6","6","gtpv1sum","81081"
"2017-02-11 00:00:00.000","6","6","gtpv2sum","0"
"2017-02-11 00:00:00.000","6","6","imsisum","16141"
"2017-02-11 00:00:00.000","6","6","mapsum","71328"
"2017-02-11 00:00:00.000","6","6","usagesum","420338345"
"2017-02-11 01:00:00.000","6","6","countCL","5936"
"2017-02-11 01:00:00.000","6","6","countSAI","39138"
"2017-02-11 01:00:00.000","6","6","countUGL","2716"
"2017-02-11 01:00:00.000","6","6","countUL","6232"
"2017-02-11 01:00:00.000","6","6","gtpv1sum","66082"
"2017-02-11 01:00:00.000","6","6","gtpv2sum","1"
"2017-02-11 01:00:00.000","6","6","imsisum","15040"
"2017-02-11 01:00:00.000","6","6","mapsum","58458"
"2017-02-11 01:00:00.000","6","6","usagesum","403994683"
"2017-02-11 02:00:00.000","6","6","countCL","5348"
"2017-02-11 02:00:00.000","6","6","countSAI","37949"
"2017-02-11 02:00:00.000","6","6","countUGL","2481"
"2017-02-11 02:00:00.000","6","6","countUL","5738"
"2017-02-11 02:00:00.000","6","6","gtpv1sum","58384"
"2017-02-11 02:00:00.000","6","6","gtpv2sum","0"
"2017-02-11 02:00:00.000","6","6","imsisum","14685"
"2017-02-11 02:00:00.000","6","6","mapsum","56058"
"2017-02-11 02:00:00.000","6","6","usagesum","334622666"
"2017-02-11 03:00:00.000","6","6","countCL","5428"
"2017-02-11 03:00:00.000","6","6","countSAI","36368"
"2017-02-11 03:00:00.000","6","6","countUGL","2584"
"2017-02-11 03:00:00.000","6","6","countUL","5810"
"2017-02-11 03:00:00.000","6","6","gtpv1sum","57694"
"2017-02-11 03:00:00.000","6","6","gtpv2sum","0"
"2017-02-11 03:00:00.000","6","6","imsisum","14164"
"2017-02-11 03:00:00.000","6","6","mapsum","54962"
"2017-02-11 03:00:00.000","6","6","usagesum","413018010"
"2017-02-11 04:00:00.000","6","6","countCL","5718"
"2017-02-11 04:00:00.000","6","6","countSAI","36817"
"2017-02-11 04:00:00.000","6","6","countUGL","2807"
"2017-02-11 04:00:00.000","6","6","countUL","6127"
"2017-02-11 04:00:00.000","6","6","gtpv1sum","57156"
"2017-02-11 04:00:00.000","6","6","gtpv2sum","40"
"2017-02-11 04:00:00.000","6","6","imsisum","13241"
"2017-02-11 04:00:00.000","6","6","mapsum","55834"
"2017-02-11 04:00:00.000","6","6","usagesum","382911416"
"2017-02-11 05:00:00.000","6","6","countCL","6724"
"2017-02-11 05:00:00.000","6","6","countSAI","40675"
"2017-02-11 05:00:00.000","6","6","countUGL","3549"
"2017-02-11 05:00:00.000","6","6","countUL","6920"
"2017-02-11 05:00:00.000","6","6","gtpv1sum","60883"
"2017-02-11 05:00:00.000","6","6","gtpv2sum","56"
"2017-02-11 05:00:00.000","6","6","imsisum","15423"
"2017-02-11 05:00:00.000","6","6","mapsum","62023"
